TimeWindow,Average_Timestamp,TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_RRCP,TP_DHCP,TP_MDNS,TP_SSDP,TP_Malicious,TP_ARP,TP_NBNS,TP_LLMNR,TP_Malformed,VehicleSpeed,ThrottleDemand,BrakePressed,CruiseDemand,Behaviour
0.550076,0.275038,40383.510642165806,12998.203884554134,12420.101949548789,12198.314414735418,2439.6628829470837,327.2275103803838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09090909090909,0.0,0.0,1573.4545454545455,Cruising
0.550024,0.825089,40387.328552935876,12999.432752025366,12199.467659593038,12421.276162494729,2439.8935319186076,327.2584469041351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90909090909091,0.0,0.0,1559.8181818181818,Cruising
0.56012,1.380663,40019.99571520389,13229.308005427409,12197.38627436978,12197.38627436978,2395.915161036921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.087719298245613,0.0,0.0,1571.1818181818182,Cruising
0.550006,1.9453520000000002,40388.65030563303,12999.858183365273,12421.682672552663,12199.866910542794,2439.973382108559,327.26915706374115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90909090909091,0.0,0.0,1562.090909090909,Cruising
0.5600579999999997,2.500385,40010.14180674146,12998.653710865667,12198.73655942778,12198.73655942778,2614.0149770202383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.089285714285715,0.0,0.0,1575.9166666666667,Cruising
0.5498249999999998,3.0553274999999998,40401.946073750754,13004.137680170968,12203.883053698908,12425.771836493435,2440.776610739782,327.3768926476607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90909090909091,0.0,0.0,1564.3636363636363,Cruising
0.5600450000000001,3.6108665,40025.355105393304,13231.079645385636,12199.01972162951,12199.01972162951,2396.2360167486536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.087719298245613,0.0,0.0,1571.1818181818182,Cruising
0.5500509999999998,4.1753715,40385.34608609021,12998.794657222697,12420.666447293073,12198.86883216284,2439.7737664325678,327.2423829790329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90909090909091,0.0,0.0,1564.3636363636363,Cruising
0.5583939999999998,4.729596,39907.30559425783,13037.389370229626,12016.604762945164,12235.088485907803,2403.320952589033,214.90202258620263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.089285714285715,0.0,0.0,1573.4545454545455,Cruising
0.5514599999999996,5.285128,40521.52467994055,13201.32013201321,12388.931200812398,12388.931200812398,2433.5400573024353,108.80208900010888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.910714285714285,0.0,0.0,1559.8181818181818,Cruising
0.5499390000000002,5.8454065,40393.57092332057,13001.441978110295,12423.19602719574,12201.353240995815,2440.270648199163,327.3090288195599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1578.0,Cruising
0.5601180000000001,6.400529000000001,40005.85590893347,12997.261291370743,12197.42982728639,12197.42982728639,2613.734962989941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.089285714285715,0.0,0.0,1565.5,Cruising
0.5500979999999993,6.955638,40381.895589513195,12997.684049024008,12197.826569084069,12419.605233976506,2439.565313816814,327.2144236117932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90909090909091,0.0,0.0,1575.7272727272727,Cruising
0.559939,7.5110415,40032.93215868157,13233.584372583444,12201.32907334549,12201.32907334549,2396.68963940715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1578.0,Cruising
0.5499280000000004,8.075676,40394.37890051058,13001.702040994447,12423.444523646722,12201.597300010173,2440.3194600020347,327.3155758572029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1578.0,Cruising
0.5599670000000003,8.6306245,40016.64383794043,13000.76611657472,12200.718970939351,12418.588952563268,2396.569797863087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1589.3636363636363,Cruising
0.550006999999999,9.1860735,40403.1221420819,13236.195175697787,12199.844729248922,12199.844729248922,2439.9689458497846,327.26856203648373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1578.0,Cruising
0.5502669999999998,9.745724500000001,40369.49335504402,12993.692153082053,12415.790879700222,12194.080328277003,2438.8160656554005,327.1139283293384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1578.0,Cruising
0.5597960000000004,10.300757,40028.86765893287,13004.737440067443,12204.445905294062,12204.445905294062,2615.238408277299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1578.0,Cruising
0.5500749999999996,10.8556925,40383.58405671956,12998.227514429858,12198.336590464944,12420.124528473398,2439.667318092989,327.22810525837406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1591.6363636363637,Cruising
0.5601880000000001,11.411268,40015.13777517547,13227.70212857112,12195.90566024263,12195.90566024263,2395.624326119088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.912280701754387,0.0,0.0,1582.5454545454545,Cruising
