TimeWindow,Average_Timestamp,TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_Broadcast,TP_DHCP,TP_MDNS,TP_SSDP,TP_Malicious,VehicleSpeed,ThrottleDemand,BrakePressed,CruiseDemand,Behaviour
0.130286,0.065143,41063.50643967886,12971.462781879864,13109.620373639531,13109.620373639531,1872.802910519933,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13000400000000004,0.20053500000000002,41214.11648872341,13999.569244023256,12199.624626934552,12199.624626934552,2815.2979908310504,0.0,0.0,0.0,0.0,0.0,23.642857142857142,0.0,0.0,3125.3333333333335,Cruising
0.12998300000000002,0.3352815,41159.22851449804,13001.700222336765,13140.179869675263,12201.595593269887,2815.752829216128,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13515400000000005,0.46785200000000005,39643.665744262085,13466.120129629899,11734.76182724891,12637.435813960366,1805.3479734229095,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.12031999999999998,0.600212,42852.393617021284,12965.425531914896,13181.51595744681,12167.553191489364,3041.888297872341,1496.0106382978724,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.12991399999999997,0.72533,41181.089028126305,13008.605692996909,12208.076111889406,13147.158889727052,2817.24833351294,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13455800000000007,0.8629629999999999,39819.26009601806,13525.76584075268,12693.411019783283,11786.738804084478,1813.344431397612,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.12984200000000012,0.9951650000000001,41203.924770105164,13015.819226444435,12214.845735586316,13154.44925370834,2818.810554366073,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13026500000000008,1.1305885,41131.539553986084,13971.51959467239,12175.181361071654,12175.181361071654,2809.657237170382,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.1300810000000001,1.2652865,41128.220109008966,12991.905043780402,13130.28036377333,13130.28036377333,1875.7543376819042,0.0,0.0,0.0,0.0,0.0,24.384615384615383,0.0,0.0,3129.5,Cruising
0.12992399999999993,1.400765,41239.493857947746,14008.189403035629,12207.13647978819,12207.13647978819,2817.0314953357365,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12897199999999986,1.534882,41001.147535899305,13103.619390255262,12297.2428123934,12297.2428123934,2837.825264398477,465.2172564587667,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12568800000000002,1.662931,41579.148367385904,13445.993253134744,12618.547514480299,12618.547514480299,1941.3150022277382,954.745083062822,0.0,0.0,0.0,0.0,23.615384615384617,0.0,0.0,3129.5,Cruising
0.12995,1.795369,41169.680646402456,13005.001923816852,13143.516737206617,12204.69411312043,2816.467872258561,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13002000000000002,1.925355,41147.515766805096,12998.000307644976,12198.123365636055,13136.440547608057,2814.9515459160125,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13470600000000021,2.063014,39775.511113090666,13510.905230650433,12679.464908764252,11773.788843852519,1811.3521298234646,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13000200000000017,2.19537,41153.21302749183,12999.800003076858,12199.81231057982,13138.259411393654,2815.341302441497,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.1300159999999999,2.33078,41210.31257691364,13998.277135121842,12198.49864632046,12198.49864632046,2815.0381491508756,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.12974299999999994,2.4652635,41235.365299091296,13025.750907563419,13164.486716046344,13164.486716046344,1880.640959435192,0.0,0.0,0.0,0.0,0.0,24.384615384615383,0.0,0.0,3142.0,Cruising
0.12021000000000015,2.595625,42958.15655935441,14058.730554862306,12178.687297229833,12178.687297229833,3044.6718243074583,1497.3795857249795,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12975599999999998,2.725328,41231.23400844663,13024.445883042019,13163.167791855485,13163.167791855485,1880.4525416936406,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13526799999999994,2.858115,39610.255197090235,13454.771268888435,11724.872105745635,11724.872105745635,2705.7397167105314,0.0,0.0,0.0,0.0,0.0,23.642857142857142,0.0,0.0,3117.0,Cruising
0.1299459999999999,2.9952560000000004,41170.947932218034,13005.402244009061,13143.921321164187,12205.069798223887,2816.554568820897,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13037300000000007,3.1254175,41036.1041013093,12962.806716114526,12165.095533584401,13100.872113090894,2807.3297385194774,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13459300000000018,3.2631325,39808.90536654947,13522.24855675999,12690.110184036299,11783.67374231942,1812.8728834337571,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.12997900000000007,3.3954205,41160.49515690994,13002.100339285571,12201.971087637228,13140.584248224706,2815.839481762437,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.129988,3.530685,41219.1894636428,14001.292426993261,12201.126257808413,12201.126257808413,2815.644521032711,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.12116199999999999,3.659863,42554.59632558063,12875.32394645186,13089.912678892722,13089.912678892722,2013.8327198296497,1485.614301513676,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.13022500000000026,3.7908485,41144.173545786056,13975.811096179661,12178.92109809942,12178.92109809942,2810.5202534075584,0.0,0.0,0.0,0.0,0.0,24.071428571428573,0.0,0.0,3142.0,Cruising
0.12998600000000016,3.925498,41158.278583847445,13001.400150785454,13139.876602095594,13139.876602095594,1877.1252288707992,0.0,0.0,0.0,0.0,0.0,24.307692307692307,0.0,0.0,3129.5,Cruising
0.13522399999999957,4.058104,39623.143820623685,13459.149263444402,11728.687215287264,11728.687215287264,2706.6201266047533,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13017099999999981,4.1954165,41099.78413010584,12982.922463528761,13121.202111069304,12183.973388850069,2811.6861666577083,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.1300340000000002,4.325521,41143.08565452106,12996.600888998242,12196.810065059888,13135.026223910649,2814.648476552282,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13424999999999976,4.463131,39910.61452513974,13556.797020484195,12722.5325884544,11813.780260707656,1817.5046554934856,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12008900000000011,4.5903015,42934.823339356604,12990.365478936443,12190.958372540354,13206.871570252051,3047.7395931350884,1498.8883244926665,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.134633,4.7232354999999995,39797.07798236688,13518.231042909241,12686.339901807134,11780.172765963767,1812.3342716867335,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12997499999999995,4.8555425,41161.76187728411,13002.500480861709,12202.346605116372,13140.988651663787,2815.92613964224,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.1298710000000005,4.9907535,41256.323582631834,14013.906106829028,12212.118178808154,12212.118178808154,2818.181118186497,0.0,0.0,0.0,0.0,0.0,23.928571428571427,0.0,0.0,3117.0,Cruising
0.13014400000000048,5.125392,41108.310794197045,12985.615933120189,13123.924268502533,13123.924268502533,1874.8463240717904,0.0,0.0,0.0,0.0,0.0,23.692307692307693,0.0,0.0,3129.5,Cruising
0.13517199999999985,5.258174,39638.38664812244,13464.326931613072,11733.19918326282,11733.19918326282,2707.6613499837276,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3142.0,Cruising
0.12972299999999937,5.3954795,41241.722747701075,13027.759148339217,13166.516346368866,12226.050893056803,2821.3963599361855,0.0,0.0,0.0,0.0,0.0,24.384615384615383,0.0,0.0,3133.6666666666665,Cruising
0.13019400000000036,5.525439,41092.52346498291,12980.628907630116,12181.820974852877,13118.884126764637,2811.1894557352794,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12476200000000048,5.658214,41390.808098619615,13545.79118641889,12712.204036485418,11734.342187525002,1955.7236979208337,1442.7469902694675,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13001400000000007,5.785603999999999,41149.41467841923,12998.600150752989,12198.686295322035,13137.046779577577,2815.0814527666234,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13458199999999998,5.923288,39812.159129749896,13523.353791740354,12691.147404556332,11784.636875659451,1813.0210577937617,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12992500000000007,6.0555435,41177.60246295938,13007.504329420814,12207.042524533379,13146.045795651331,2817.0098133538563,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12986499999999968,6.1908555,41258.22970007326,14014.553574866242,12212.682400954869,12212.682400954869,2818.3113232972773,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13010000000000055,6.325723,41122.21368178307,12990.007686395025,13128.362797847754,13128.362797847754,1875.4803996925364,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.1350290000000003,6.458289499999999,39680.36495863843,13478.586081508389,11745.625013885881,11745.625013885881,2710.5288493582802,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12019599999999997,6.590479,42896.60221637992,12978.801291224338,13195.114646078076,12180.105827148993,3045.026456787248,1497.5539951412698,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13549399999999956,6.718325,39544.186458441094,13432.329106823961,11705.315364518025,12605.724238711718,1800.8177483873883,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12970799999999993,6.855548000000001,41246.492120763585,13029.26573534401,13168.038979862467,12227.464767015148,2821.722638541957,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.130096,6.985451,41123.478046980694,12990.40708399951,12190.997417291846,13128.76644939122,2813.3070962981187,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.1347340000000008,7.1231670000000005,39767.24509032589,13508.09743643022,12676.829901880668,11771.342051746335,1810.9757002686667,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13015800000000066,7.255614,41103.889119377774,12984.219179766063,12185.190307165076,13122.512638485467,2811.9669939611713,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.1299980000000005,7.391094,41216.018707979965,14000.21538792899,12200.187695195264,12200.187695195264,2815.4279296604454,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.1299399999999995,7.525475,41172.84900723427,13006.002770509516,13144.528243804883,13144.528243804883,1877.7897491149834,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12533200000000022,7.653348,41202.56598474445,13484.18600197872,11680.975329524761,11680.975329524761,2920.2438323811903,1436.1854913350116,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.1300340000000002,7.78563,41143.08565452106,12996.600888998242,13135.026223910649,12196.810065059888,2814.648476552282,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13526300000000013,7.9182805,39611.71939111209,13455.268624827175,11725.305515920823,12627.252094068579,1803.8931562955115,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13021899999999942,8.0556045,41084.634346754494,12978.13683103086,13116.365507337698,12179.482256813577,2810.6497515723636,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13003299999999918,8.1857315,41143.40205947747,12996.700837479799,12196.903862865658,13135.127236932247,2814.6701221997673,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13464200000000126,8.323467,39794.41778939669,13517.327431262036,12685.491897030526,11779.385332956916,1812.213128147218,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.12997699999999845,8.455778500000001,41161.12850735179,13002.300406995239,12202.15884348784,13140.786446833057,2815.882810035655,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.11980799999999903,8.586057,43102.29700854736,14105.902777777892,12219.551282051381,12219.551282051381,3054.8878205128453,1502.4038461538585,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3117.0,Cruising
0.13002000000000002,8.715726,41147.515766805096,12998.000307644976,13136.440547608057,13136.440547608057,1876.6343639440083,0.0,0.0,0.0,0.0,0.0,24.384615384615383,0.0,0.0,3104.5,Cruising
0.13011599999999923,8.851213999999999,41178.640597620826,13987.518829352353,12189.123551292765,12189.123551292765,2812.8746656829458,0.0,0.0,0.0,0.0,0.0,23.642857142857142,0.0,0.0,3100.3333333333335,Cruising
