DateTime,StatusType,Timestamp,TimeDelta,PacketLength,SourceIP,DestinationIP,SourcePort,DestinationPort,Payload
"Aug 20, 2021 14:45:35.201244000 BST",SPEED,0.220249,2e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.201245000 BST",BRAKE,0.22025,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.211155000 BST",THROTTLE,0.23016,0.00991,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.211157000 BST",SPEED,0.230162,2e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.211157000 BST",BRAKE,0.230162,0.0,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.221243000 BST",THROTTLE,0.240248,0.010086,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.221244000 BST",SPEED,0.240249,1e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.221245000 BST",BRAKE,0.24025,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.230973000 BST",THROTTLE,0.249978,0.009728,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.230974000 BST",SPEED,0.249979,1e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.230992000 BST",BRAKE,0.249997,1.8e-05,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.231280000 BST",CRUISE,0.250285,0.000288,122,172.16.0.100,172.16.0.101,28191,28191,1229
"Aug 20, 2021 14:45:35.241009000 BST",THROTTLE,0.260014,0.009729,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.241010000 BST",SPEED,0.260015,1e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.241011000 BST",BRAKE,0.260016,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.250981000 BST",THROTTLE,0.269986,0.00997,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.250982000 BST",SPEED,0.269987,1e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.250983000 BST",BRAKE,0.269988,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.260976000 BST",THROTTLE,0.279981,0.009993,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.260977000 BST",SPEED,0.279982,1e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.260978000 BST",BRAKE,0.279983,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.270954000 BST",THROTTLE,0.289959,0.009976,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.270955000 BST",SPEED,0.28996,1e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.270967000 BST",BRAKE,0.289972,1.2e-05,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.280975000 BST",THROTTLE,0.29998,0.010008,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.280976000 BST",SPEED,0.299981,1e-06,130,172.16.0.101,172.16.0.100,28091,28091,16
"Aug 20, 2021 14:45:35.280977000 BST",BRAKE,0.299982,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
"Aug 20, 2021 14:45:35.281270000 BST",CRUISE,0.300275,0.000293,122,172.16.0.100,172.16.0.101,28191,28191,1229
