TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_RRCP,TP_Malicious,TP_ARP,VehicleSpeed,ThrottleDemand,BrakePressed,CruiseDemand,Attack
41059.92568469072,13055.39216389537,12251.983415347964,14002.266760397672,1750.2833450497092,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
54807.70826763164,15104.486530449663,12149.982571746325,12149.982571746325,4049.994190582108,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41023.43582025379,13043.78986597867,13989.822977137565,12241.095104995367,1748.727872142195,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40746.01366742618,12955.580865603712,12158.31435079733,13895.216400911231,1736.902050113904,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40833.797029491165,12983.492416784402,12184.50826805921,12184.50826805921,3481.288076588345,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41024.02835946776,14865.849997855912,12207.149902085528,12207.149902085528,1743.8785574407898,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44477.59802321776,14142.073445537442,13271.79200273514,13271.79200273514,3791.94057221004,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40892.14019345892,13002.043178213704,13945.04850762261,12201.917444169783,1743.1310634528263,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43365.39421572879,12979.66519120048,12180.91656404968,12180.91656404968,2030.152760674947,3993.743135753994,0.0,0.0,18.0,0.0,0.0,1556.0,0
40881.62612310202,12998.700129987012,12198.780121987813,12198.780121987813,3485.365749139375,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40868.78293278505,12994.616516014814,12194.94780733698,13937.083208385118,1742.1354010481398,0.0,0.0,0.0,18.571428571428573,0.0,0.0,1556.0,0
43695.32359272662,13893.34188308219,13038.36699796944,13038.36699796944,3725.2477137055535,0.0,0.0,0.0,18.142857142857142,0.0,0.0,1531.0,0
41053.36938019425,14876.482284112204,12215.88064483829,12215.88064483829,1745.12580640547,0.0,0.0,0.0,18.0,0.0,0.0,1531.0,0
44522.57241529514,14156.373479356596,13285.212034473114,13285.212034473114,3795.774866992318,0.0,0.0,0.0,17.285714285714285,0.0,0.0,1543.5,0
40794.80015964429,12971.092992759017,13911.853583442637,12172.871885512306,1738.9816979303296,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40875.20351909501,12996.658002227974,12196.863663629329,13939.27275843352,1742.40909480419,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40874.03598971724,12996.286775207089,12196.515281348193,12196.515281348193,3484.718651813769,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40994.14369375809,14855.020711326972,12198.257391801188,12198.257391801188,1742.608198828741,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44304.09139460373,14086.9053700522,13220.018885741296,13220.018885741296,3777.148253068942,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40860.614194137845,12992.01918821294,13934.29750296245,12192.510315092144,1741.7871878703063,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41048.14767006598,13051.647232620558,12248.468941382367,12248.468941382367,3499.5625546806773,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40813.99826019959,12977.19721061552,12178.600459193029,13918.400524792032,1739.800065599004,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
47116.2538419812,14102.332308804813,13234.496474416825,13234.496474416825,2205.749412402804,4339.179171939943,0.0,0.0,18.0,0.0,0.0,1556.0,0
43746.75185717351,13909.69398673232,13053.712818318025,13053.712818318025,3729.6322338051496,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40975.99977156249,14848.445910252609,12192.858468611275,12192.858468611275,1741.836924087325,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44375.53298705328,14109.620900845031,13241.336537716108,13241.336537716108,3783.239010776031,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40823.89524434428,12980.344050437909,13921.775596953185,12181.553647334036,1740.221949619148,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41030.49331211537,13046.033862342763,12243.201009275515,13992.229724886303,1749.028715610788,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41038.73012231307,13048.652834138677,12245.658813576296,12245.658813576296,3498.759661021799,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40983.60655737667,14851.202376192245,12195.1219512194,12195.1219512194,1742.1602787456286,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44412.02942180589,14121.22528785582,13252.226808603154,13252.226808603154,3786.3505167437584,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40700.81629170373,12941.2099320232,13879.803179840266,12144.827782360231,1734.9753974800333,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41070.53167826662,13058.764439979952,12255.148166750416,12255.148166750416,3501.470904785833,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40851.28249047252,12989.052084671555,12189.72580253792,13931.115202900482,1741.3894003625603,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43752.10199651415,13911.395114195626,13055.309261014356,13055.309261014356,3730.088360289816,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41003.5145869644,14858.416435694417,12201.045803925992,12201.045803925992,1743.006543417999,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
47848.99840258511,14321.649560251875,13440.31727962099,13440.31727962099,2240.052879936832,4406.661403154423,0.0,0.0,18.0,0.0,0.0,1556.0,0
44348.715405832525,14101.093996962822,13233.334366380494,13233.334366380494,3780.9526761087127,0.0,0.0,0.0,18.714285714285715,0.0,0.0,1543.5,0
40886.298375691,13000.185716938786,13943.056329376106,12200.174288204093,1742.8820411720133,0.0,0.0,0.0,18.0,0.0,0.0,1531.0,0
40877.538777958944,12997.4005198961,12197.560487902494,13940.06912903142,1742.5086411289276,0.0,0.0,0.0,18.0,0.0,0.0,1531.0,0
40888.05074575706,13000.742899594314,12200.697182696202,12200.697182696202,3485.9134807703435,0.0,0.0,0.0,17.714285714285715,0.0,0.0,1531.0,0
41148.723242577,14911.03560009759,12244.254233157058,12244.254233157058,1749.1791761652942,0.0,0.0,0.0,17.625,0.0,0.0,1556.0,0
44191.217342968135,14051.015996541231,13186.33808906177,13186.33808906177,3767.525168303363,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40723.98190045245,12948.575656677756,13887.703121887347,12151.74023165143,1735.9628902359186,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40899.7370527035,13004.45867154444,12204.18429175709,12204.18429175709,3486.909797644883,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40881.04216660975,12998.514455490871,12198.60587361451,13941.26385555944,1742.6579819449298,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43748.08926933687,13910.119229593483,13054.111892387731,13054.111892387731,3729.746254967923,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41005.27210641373,14859.053306853755,12201.568773127989,12201.568773127989,1743.0812533039984,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41012.85413352813,13040.425318487283,13986.214407520429,12237.937606580374,1748.2768009400534,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40881.62612310227,12998.700129987095,12198.780121987891,12198.780121987891,3485.3657491393974,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43309.90011799674,12963.055292416522,12165.328812883195,12165.328812883195,2027.5548021472,3988.632397666622,0.0,0.0,18.0,0.0,0.0,1556.0,0
40853.03186022604,12989.6083133493,12190.247801758573,13931.711773438368,1741.463971679796,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40872.2848207018,12995.72997443698,12195.99274524086,12195.99274524086,3484.5693557831023,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41117.47851002873,14899.71346704874,12234.95702005733,12234.95702005733,1747.851002865333,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44289.693593314376,14082.327452800868,13215.72268647466,13215.72268647466,3775.9207675641887,0.0,0.0,0.0,18.285714285714285,0.0,0.0,1556.0,0
40864.11468223983,12993.13220155075,13935.49124034454,12193.554835301473,1741.9364050430677,0.0,0.0,0.0,18.428571428571427,0.0,0.0,1531.0,0
41068.17431732392,13058.014894746597,12254.444747377576,12254.444747377576,3501.269927822165,0.0,0.0,0.0,18.0,0.0,0.0,1531.0,0
40799.45258596131,12972.572275759883,12174.260135713124,13913.440155100712,1739.180019387589,0.0,0.0,0.0,17.571428571428573,0.0,0.0,1531.0,0
43704.66519050178,13896.312132549485,13041.15446285413,13041.15446285413,3726.044132244037,0.0,0.0,0.0,17.714285714285715,0.0,0.0,1556.0,0
40981.85089460372,14850.566177835492,12194.599534491836,12194.599534491836,1742.0856477845482,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40934.83608902106,13015.618742490971,13959.608673265044,12214.657589106911,1744.9510841581305,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40890.38747285401,13001.48588410103,12201.394445079428,12201.394445079428,3486.1126985941223,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40860.614194137845,12992.01918821294,12192.510315092144,13934.29750296245,1741.7871878703063,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43786.23992166788,13922.249590746953,13065.495769777908,13065.495769777908,3732.9987913651166,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
46773.75931077792,13999.820515121555,13138.293098806384,13138.293098806384,2189.7155164677306,4307.637081575863,0.0,0.0,18.0,0.0,0.0,1556.0,0
41001.17146204177,14857.5673590674,12200.34858138804,12200.34858138804,1742.9069401982913,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44324.67592807718,14093.45041738303,13226.16116092869,13226.16116092869,3778.903188836769,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40996.99183498097,13035.381750465644,13980.80504225766,12233.204411975452,1747.6006302822077,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40832.04930662568,12982.936711750304,12183.986760257978,12183.986760257978,3481.139074359422,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40882.79408613665,12999.071494893204,12199.128633669006,13941.861295621722,1742.7326619527153,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43757.45344463791,13913.096657798917,13056.906094242058,13056.906094242058,3730.544598354874,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40850.02206185873,14802.795450987134,12155.372418406743,12155.372418406743,1736.481774058106,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40789.567448157766,12969.42920259384,13910.069122781964,12171.310482434215,1738.7586403477453,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40823.312935940696,12980.158899967168,12181.37989073842,12181.37989073842,3480.394254496691,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40952.994204765375,13021.392287329312,12220.075838878278,13965.800958718031,1745.725119839754,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43774.1851608263,13918.416665392013,13061.898716752505,13061.898716752505,3731.9710619292864,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40915.83029197133,14826.642335766614,12174.9543795622,12174.9543795622,1739.2791970803144,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44454.10913157668,14134.60493002613,13264.783088178368,13264.783088178368,3789.938025193819,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
47530.45888961797,14226.307725979286,13350.842635149793,13350.842635149793,2225.140439191632,4377.325454147473,0.0,0.0,18.33333333333333,0.0,0.0,1556.0,0
40892.72446705231,13002.22895353515,13945.24775675858,12202.091787163756,1743.1559695948224,0.0,0.0,0.0,18.428571428571427,0.0,0.0,1531.0,0
40820.98386843782,12979.418350900914,12180.684913922396,12180.684913922396,3480.1956896921133,0.0,0.0,0.0,17.857142857142858,0.0,0.0,1531.0,0
40945.37755014436,13018.970499871197,12217.803084494508,13963.20352513658,1745.4004406420725,0.0,0.0,0.0,17.428571428571427,0.0,0.0,1556.0,0
43745.41452677907,13909.268769870352,13053.313768647562,13053.313768647562,3729.518219613589,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41001.17146204177,14857.5673590674,12200.34858138804,12200.34858138804,1742.9069401982913,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41032.846349051695,13046.782032717343,13993.032158167174,12243.903138396276,1749.1290197708968,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40854.7813798126,12990.164589667878,12190.769845688315,12190.769845688315,3483.0770987680908,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40749.4945468001,12956.68764416076,12159.353019904713,13896.403451319671,1737.0504314149591,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43695.99071727392,13893.55400164894,13038.56606308593,13038.56606308593,3725.3045894531215,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40955.533991666045,14841.02973914031,12186.768651178676,12186.768651178676,1740.9669501683825,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44339.09648633556,14098.035570428148,13230.464150709491,13230.464150709491,3780.132614488427,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40932.49427917634,13014.874141876477,13958.810068649933,12213.958810068692,1744.8512585812416,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41061.10385790721,13055.766775225562,12252.33497367322,14002.668541340823,1750.333567667603,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43406.56595099728,12991.98827389788,12192.481303196471,10160.401085997062,4064.1604343988247,3997.5348535070407,0.0,0.0,18.0,0.0,0.0,1556.0,0
40896.23045926122,13003.343716955873,12203.13794975859,13946.443371152673,1743.305421394084,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43673.31990477984,13886.345602148724,13031.801257401112,13031.801257401112,3723.371787828889,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40983.60655737667,14851.202376192245,12195.1219512194,12195.1219512194,1742.1602787456286,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40821.56611039814,12979.603480245389,13920.981315076371,12180.858650691827,1740.1226643845466,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40937.178166838064,13016.363428309798,12215.356448106117,12215.356448106117,3490.101842316033,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40962.37243985136,13024.374185976498,12222.87423607025,13968.99912693743,1746.1248908671787,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43588.84539819361,13859.486132898735,13006.594678566507,13006.594678566507,3716.169908161859,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40936.25640074716,14834.044131281202,12181.032392417448,12181.032392417448,1740.147484631064,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44334.2885911236,14096.506854620013,13229.02950972032,13229.02950972032,3779.722717062949,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40881.62612310176,12998.700129986932,13941.462996557411,12198.780121987736,1742.6828745696766,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40917.86403602796,13010.222317535095,12209.59325184063,13953.820859246433,1744.227607405804,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41004.627706062194,13037.809647979244,12235.48290041129,12235.48290041129,3495.852257260369,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41103.93423370551,14894.805436604083,12230.926771980665,12230.926771980665,1747.2752531400947,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
48303.43032444033,12085.153853304932,13609.742493260324,13609.742493260324,4536.580831086774,4462.210653527975,0.0,0.0,18.0,0.0,0.0,1556.0,0
40921.66424273564,14828.75638064288,12176.690335643289,12176.690335643289,1739.527190806184,0.0,0.0,0.0,18.625,0.0,0.0,1531.0,0
40890.38747285349,13001.485884100864,13944.450794376313,12201.394445079271,1743.056349297039,0.0,0.0,0.0,18.0,0.0,0.0,1531.0,0
40872.28482070128,12995.729974436816,12195.992745240705,12195.992745240705,3484.569355783058,0.0,0.0,0.0,17.714285714285715,0.0,0.0,1531.0,0
40807.0150424179,12974.976830398424,12176.51671775852,13916.01910600974,1739.502388251217,0.0,0.0,0.0,17.571428571428573,0.0,0.0,1556.0,0
43741.40302613414,13907.993275255789,13052.11676600928,13052.11676600928,3729.176218859794,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41140.46530296313,14908.04317598664,12241.796992589028,12241.796992589028,1748.8281417984326,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44159.85187470976,14041.043048911908,13176.97886128656,13176.97886128656,3764.851103224732,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40882.794086137685,12999.071494893537,13941.861295622077,12199.128633669316,1742.7326619527596,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40878.70650745576,12997.771810546728,12197.9089298977,13940.467348454516,1742.5584185568143,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40885.13021242581,12999.814288367395,12199.825716775556,12199.825716775556,3485.6644905073017,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40997.65727672655,14856.29392606119,12199.30289697717,12199.30289697717,1742.757556711024,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44319.87115956471,14091.922695738604,13224.72745292392,13224.72745292392,3778.493557978263,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40954.16624930297,13021.764949988015,13966.200649657478,12220.425568450291,1745.7750812071847,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43226.98123663997,12350.566067611418,11590.531232681486,13522.286438128398,3863.510410893828,1900.0870873248336,0.0,0.0,18.0,0.0,0.0,1556.0,0
41417.70160497339,13765.561892083924,12918.450391032606,11072.957478027947,1845.492913004658,1815.2389308242537,0.0,0.0,18.0,0.0,0.0,1556.0,0
40844.28650939735,12986.827646244445,12187.6382526294,13928.729431576458,1741.0911789470572,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43746.75185717351,13909.69398673232,13053.712818318025,13053.712818318025,3729.6322338051496,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41001.17146204177,14857.5673590674,12200.34858138804,12200.34858138804,1742.9069401982913,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44378.97348426163,14110.71483951016,13242.363157078767,13242.363157078767,3783.532330593933,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40992.881389919086,13034.074795536815,13979.403297191137,12231.977885042244,1747.425412148892,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40769.23076923088,12962.962962962996,12165.242165242196,13903.13390313394,1737.8917378917424,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40890.97169635997,13001.671643496707,12201.56877312768,12201.56877312768,3486.162506607908,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41018.75142922412,14863.937800136964,12205.579693574007,12205.579693574007,1743.6542419391435,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44292.43531014051,14083.199207626789,13216.540794849752,13216.540794849752,3776.154512814215,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41029.316894846896,13045.65980933287,13991.828542757012,12242.849974912386,1748.9785678446265,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40733.25552930484,12951.52429478246,12154.50741510354,12154.50741510354,3472.7164043152966,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40997.579108710255,13035.56847970871,12233.379650188175,13981.005314500771,1747.6256643125964,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43582.20773881147,13857.375626246834,13004.61404924703,13004.61404924703,3715.60401407058,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
47058.39864205914,14085.015710209567,13218.245512658208,13218.245512658208,2203.040918776368,4333.850987756789,0.0,0.0,18.0,0.0,0.0,1556.0,0
41002.34299102822,14857.991885250643,12200.697182696202,12200.697182696202,1742.9567403851718,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44347.341018965904,14100.656997644644,13232.92425932805,13232.92425932805,3780.8355026651575,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40964.7176697917,13025.119874042784,13969.79889787446,12223.574035640151,1746.2248622343077,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40808.760622826,12975.53185421791,12177.037586266038,13916.614384304045,1739.5767980380056,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40952.40820765227,13021.205963998447,12219.900981598545,12219.900981598545,3491.400280456727,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40900.08693049823,14820.937424292044,12170.269769562889,12170.269769562889,1738.6099670804128,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
44317.81229192141,14091.2680592762,13224.11310178228,13224.11310178228,3778.3180290806513,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40940.69178611303,13017.48061682839,13961.60558464232,12216.404886562028,1745.2006980802898,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40886.29837569151,13000.185716938951,12200.174288204247,12200.174288204247,3485.76408234407,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40874.6197460698,12996.472386066918,12196.689470001262,13939.073680001442,1742.3842100001802,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
43737.39226114062,13906.718014548556,13050.91998288403,13050.91998288403,3728.8342808240086,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41148.13327980696,14910.821815679175,12244.078683259631,12244.078683259631,1749.154097608519,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40740.213523131846,12953.736654804325,13893.23843416376,12156.58362989329,1736.65480427047,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
47783.19703692918,14301.954600462304,11184.861931130776,13421.83431735693,4473.94477245231,4400.601415526862,0.0,0.0,18.0,0.0,0.0,1556.0,0
40936.59262225929,13016.17724886651,13960.207686696387,12215.18172585934,1745.0259608370486,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40881.04216660975,12998.514455490871,12198.60587361451,13941.26385555944,1742.6579819449298,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
40890.97169635997,13001.671643496707,12201.56877312768,12201.56877312768,3486.162506607908,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
41024.614768861466,14866.062494639697,12207.324394636827,12207.324394636827,1743.903484948118,0.0,0.0,0.0,18.0,0.0,0.0,1556.0,0
