TimeWindow,Average_Timestamp,TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_RRCP,TP_Malicious,TP_ARP,Attack
0.54542,0.27271,40614.57225624289,13109.16358036009,12302.4458215687,12302.4458215687,2460.48916431374,440.02786843166734,0.0,0.0,0
0.5599989999999999,0.8300105,40028.64290829092,13232.166486011583,12200.021785753192,12200.021785753192,2396.4328507729483,0.0,0.0,0.0,0
0.544867,1.3878955,40655.79306509662,13122.468418898558,12314.931900812491,12314.931900812491,2462.9863801624983,440.47446441058094,0.0,0.0,0
0.5444909999999998,1.9381505,40683.86805291549,13131.53018139878,12323.436016389622,12323.436016389622,2464.6872032779247,440.7786354595394,0.0,0.0,0
0.5498030000000003,2.4906615,41542.15237094012,13004.658032058747,12426.269045458095,12426.269045458095,2440.8742767864114,0.0,0.0,0.0,0
0.5454470000000002,3.0431095,40612.56180710498,13108.514667786232,12301.83684207631,12301.83684207631,2460.367368415262,440.0060867508665,0.0,0.0,0
0.5600019999999999,3.600419,40028.42846989833,13232.095599658574,12199.956428727042,12199.956428727042,2396.4200127856693,0.0,0.0,0.0,0
0.5447060000000001,4.158108,40667.8097909698,13126.347056944476,12318.571853440202,12318.571853440202,2463.71437068804,440.6046564568776,0.0,0.0,0
0.5545290000000005,4.7132445,40409.06787562054,13128.258395863866,12320.365571503013,12320.365571503013,2640.0783367506456,0.0,0.0,0.0,0
0.5444149999999999,5.268129500000001,40689.547495936014,13133.363334955871,12325.15636049705,12325.15636049705,2465.03127209941,440.8401678866307,0.0,0.0,0
0.5600509999999996,5.8257265,40010.64188797095,12998.816179240828,12416.726333851746,12198.889029749083,2396.2103451292846,0.0,0.0,0.0,0
0.5502630000000002,6.3808845000000005,40257.11341667529,12993.786607494958,12194.168970110652,12194.168970110652,2438.8337940221304,436.1550749368937,0.0,0.0,0
0.5501129999999996,6.9310745,40268.09037415952,12997.329639546791,12197.493969420835,12197.493969420835,2439.4987938841678,436.2740018868853,0.0,0.0,0
0.5599489999999996,7.4861065,40017.93020435793,13001.184036403323,12201.111172624658,12418.9881578501,2396.646837479844,0.0,0.0,0.0,0
0.5454480000000004,8.04339,40612.48734984817,13108.490635220947,12301.81428843812,12301.81428843812,2460.362857687624,440.0052800633604,0.0,0.0,0
0.5600310000000004,8.600713500000001,40026.35568388176,13231.410404066908,12199.324680240908,12199.324680240908,2396.2959193330357,0.0,0.0,0.0,0
0.5446209999999994,9.1584635,40674.15689075527,13128.395710044248,12320.494435579987,12320.494435579987,2464.098887115997,440.6734224350517,0.0,0.0,0
0.5545280000000012,9.713533,40409.140746725054,13128.2820705176,12320.38778925498,12320.38778925498,2640.0830976974958,0.0,0.0,0.0,0
0.5446200000000001,10.268519,40674.23157430869,13128.419815651278,12320.517057765044,12320.517057765044,2464.1034115530088,440.67423157430864,0.0,0.0,0
0.5600480000000001,10.826166,40010.85621232465,12998.885809787733,12416.792846327457,12198.954375339254,2396.223180870211,0.0,0.0,0.0,0
0.5500929999999986,11.3812375,40269.55442079804,12997.802189811571,12197.937439669324,12197.937439669324,2439.5874879338644,436.2898637139549,0.0,0.0,0
0.5501070000000006,11.9313395,40268.52957697317,12997.471401018334,12197.627007109511,12197.627007109511,2439.525401421902,436.2787603139021,0.0,0.0,0
0.5599679999999996,12.486379,40016.57237556435,13000.742899594272,12200.697182696164,12418.56677524431,2396.5655180296035,0.0,0.0,0.0,0
0.5454530000000002,13.043674500000002,40612.11506765935,13108.370473716335,12301.70152148764,12301.70152148764,2460.340304297528,440.0012466701987,0.0,0.0,0
0.5600290000000001,13.6009945,40026.49862774963,13231.457656657063,12199.368247001492,12199.368247001492,2396.304477089579,0.0,0.0,0.0,0
0.5446039999999996,14.158742,40675.4265484646,13128.80551740348,12320.879024024804,12320.879024024804,2464.175804804961,440.6871782065504,0.0,0.0,0
0.5545109999999998,14.7138255,40410.37959571588,13128.684552695984,12320.765503299308,12320.765503299308,2640.1640364212803,0.0,0.0,0.0,0
