TimeWindow,Average_Timestamp,TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_RRCP,TP_Malicious,TP_ARP,Attack
0.555443,0.2777215,40122.92890539624,13106.65540838574,12300.091998638924,12300.091998638924,2416.089499732646,0.0,0.0,0.0,0
0.5454279999999999,0.832775,40503.97119326475,13108.971303270097,12302.265376915013,12302.265376915013,2460.453075383002,330.0160607816248,0.0,0.0,0
0.5454509999999999,1.3828185,40502.263264711226,13108.418538053833,12301.746628019751,12301.746628019751,2460.34932560395,330.00214501394265,0.0,0.0,0
0.5555780000000001,1.937962,40113.17942755112,13103.470619786958,12297.103197030838,12297.103197030838,2415.5024137024857,0.0,0.0,0.0,0
0.5458280000000002,2.492972,40474.28860373597,13099.364635013222,12293.24988824318,12293.24988824318,2458.649977648636,329.77421458774546,0.0,0.0,0
0.555336,3.0481160000000003,40130.65963668842,13109.1807482317,12302.461932955905,12302.461932955905,2416.5550225449097,0.0,0.0,0.0,0
0.545369,3.6031135,40508.35306003825,13110.389479416688,12303.596280683354,12303.596280683354,2460.719256136671,330.05176311818235,0.0,0.0,0
0.5552700000000002,4.15812,40135.42961081995,13110.738919804777,12303.92421704756,12303.92421704756,2416.842256920056,0.0,0.0,0.0,0
0.5456289999999999,4.7131375,40489.05025209438,13104.14219185564,12297.7334415876,12297.7334415876,2459.54668831752,329.8944887460161,0.0,0.0,0
0.5500119999999997,5.265532,40504.57080936418,12999.716369824664,12421.547166243652,12421.547166243652,2661.760107052211,0.0,0.0,0.0,0
0.5448849999999998,5.8181995,40544.33504317426,13122.03492480065,12314.525083274457,12314.525083274457,2462.905016654892,330.34493516980655,0.0,0.0,0
0.544886,6.368218,40544.260634334525,13122.010842634974,12314.502483088208,12314.502483088208,2462.900496617641,330.34432890549584,0.0,0.0,0
0.554608,6.92337,40183.33669907394,13126.388368000462,12318.610622277356,12318.610622277356,2419.7270865187666,0.0,0.0,0.0,0
0.5446549999999997,7.478388499999999,40561.456334744034,13127.576172072237,12319.725330713944,12319.725330713944,2463.945066142789,330.48443510111923,0.0,0.0,0
0.5544400000000005,8.033378,40195.51258927924,13130.365774475134,12322.343265276664,12322.343265276664,2420.4602842507734,0.0,0.0,0.0,0
0.5447649999999999,8.588316500000001,40553.26608721192,13124.925426560078,12317.237708002534,12317.237708002534,2463.447541600507,330.4177030462677,0.0,0.0,0
0.5545709999999993,9.1435525,40186.01766049799,13127.264137504502,12319.432498273456,12319.432498273456,2419.888526446572,0.0,0.0,0.0,0
0.5446540000000013,9.698525,40561.53080671389,13127.60027466976,12319.747950074698,12319.747950074698,2463.9495900149395,330.48504187979813,0.0,0.0,0
