TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_RRCP,TP_Malicious,TP_ARP,Attack
39913.7473046031,13000.406262695651,12200.381261914385,12047.876496140452,2440.0762523828766,225.00703146973245,0.0,0.0,0
40144.54837383065,12999.853751645249,12199.862751544002,12352.361035938302,2592.4708347031005,0.0,0.0,0.0,0
40212.02935364762,13097.560453427352,12291.556733216436,12291.556733216436,2304.666887478082,226.68854630931952,0.0,0.0,0
39976.37211406733,13070.745409529056,12113.061947792408,12113.061947792408,2453.278369173146,226.22443978031055,0.0,0.0,0
40824.53390529552,13070.244184127829,12265.92146510458,12265.92146510458,2516.0864543804264,232.0161689490147,0.0,0.0,0
40239.81919920237,12995.690036975104,12350.3344460445,12195.955265468943,2470.0668892089,227.77256150491905,0.0,0.0,0
39990.50047497647,12999.350032498443,12199.390030498542,12351.882405879773,2439.8780060997083,0.0,0.0,0.0,0
40271.70231757283,13167.307095785887,12202.54863357542,12202.54863357542,2471.402254901351,227.8956997347557,0.0,0.0,0
40234.93151204909,12994.111529205791,12348.834325710664,12194.47389663928,2469.7668651421327,227.7448953512213,0.0,0.0,0
40254.59130197062,13000.460775825102,12200.432420389712,12354.868273812366,2470.9736547624734,227.85617718096577,0.0,0.0,0
