DateTime,PacketLength,Timestamp,TimeDelta,SourcePort,DestinationPort,SourceIP,DestinationIP,StatusType,Payload
2021-09-19 15:16:07.890519+01:00,122,0.0,0.0,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.890520+01:00,122,1e-06,1e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.890676+01:00,122,0.000157,0.000156,28191.0,28191.0,172.16.0.100,172.16.0.101,CRUISE,0.0
2021-09-19 15:16:07.894995+01:00,130,0.004476,0.004319,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.900545+01:00,122,0.010026,0.00555,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.900546+01:00,122,0.010027,1e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.905026+01:00,130,0.014507,0.00448,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.910610+01:00,122,0.020091,0.005584,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.910611+01:00,122,0.020092,1e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.915035+01:00,130,0.024516,0.004424,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.920586+01:00,122,0.030067,0.005551,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.920588+01:00,122,0.030069,2e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.924997+01:00,130,0.034478,0.004409,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.930507+01:00,122,0.039988,0.00551,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.930508+01:00,122,0.039989,1e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.935094+01:00,130,0.044575,0.004586,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.940835+01:00,122,0.050316,0.005741,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.940837+01:00,122,0.050318,2e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.940838+01:00,122,0.050319,1e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,CRUISE,0.0
2021-09-19 15:16:07.945182+01:00,130,0.054663,0.004344,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.950743+01:00,122,0.060224,0.005561,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.950744+01:00,122,0.060225,1e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.955134+01:00,130,0.064615,0.00439,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.960738+01:00,122,0.070219,0.005604,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.960739+01:00,122,0.07022,1e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.962317+01:00,60,0.071798,0.001578,,,,,RRCP,
2021-09-19 15:16:07.962866+01:00,60,0.072347,0.000549,,,,,RRCP,
2021-09-19 15:16:07.963762+01:00,60,0.073243,0.000896,,,,,RRCP,
2021-09-19 15:16:07.964466+01:00,60,0.073947,0.000704,,,,,RRCP,
2021-09-19 15:16:07.965270+01:00,130,0.074751,0.000804,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
2021-09-19 15:16:07.970731+01:00,122,0.080212,0.005461,28191.0,28191.0,172.16.0.100,172.16.0.101,THROTTLE,0.0
2021-09-19 15:16:07.970733+01:00,122,0.080214,2e-06,28191.0,28191.0,172.16.0.100,172.16.0.101,BRAKE,0.0
2021-09-19 15:16:07.975225+01:00,130,0.084706,0.004492,28091.0,28091.0,172.16.0.101,172.16.0.100,SPEED,0.0
