TimeWindow,Average_Timestamp,TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_RRCP,TP_DHCP,TP_MDNS,TP_SSDP,TP_Malicious,TP_ARP,TP_NBNS,TP_LLMNR,TP_Malformed,VehicleSpeed,ThrottleDemand,BrakePressed,CruiseDemand,Behaviour
0.553638,0.276819,40253.73980832241,13149.386422174779,12340.193411579408,12340.193411579408,2423.9665629888123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopped
0.5435490000000001,0.8318425,40529.924625010804,13154.287837895019,12344.793201716862,12120.342416231102,2468.9586403433727,441.54252882444814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopped
0.55017,1.378703,41292.69134994638,12995.983059781522,12196.230256102657,12417.979897122706,2439.2460512205316,0.0,1243.2520857189595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopped
0.5436159999999999,1.9321359999999999,40524.92936190253,13152.666588179894,12343.271721214978,12118.84859901107,2468.6543442429956,441.4881092535909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09090909090909,0.0,0.0,Stopped
0.5600299999999998,2.4839599999999997,39794.29673410355,12999.30360873525,12199.346463582313,12199.346463582313,2396.3001982036685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,462.9642857142857,0.0,0.0,Moving
0.5464980000000002,3.0372250000000003,40311.2179733503,13083.304970923953,12054.9389018807,12278.178511174787,2455.635702234957,439.1598871359089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.272727272727273,955.7962962962963,0.0,0.0,Moving
0.5497519999999998,3.588915,40298.17081156596,13005.864462521287,12427.421819293068,12205.503572519978,2441.1007145039953,218.28024272763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.745454545454546,1351.8392857142858,0.0,0.0,Moving
0.5503799999999996,4.138982,40252.189396417045,12991.024383153466,12191.57672880556,12413.241760238388,2438.315345761112,218.03117845851972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,1688.6727272727273,0.0,0.0,Moving
0.5500240000000005,4.689185,40052.7976961005,12999.432752025354,12199.467659593025,11977.659156691334,2439.893531918605,436.3445958721797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.945454545454545,1933.5272727272727,0.0,0.0,Moving
0.5563799999999999,5.242388999999999,40055.35784895216,13084.582479600276,12060.102807433772,12279.377403932567,2631.29515798555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.035714285714285,2082.072727272727,0.0,0.0,Moving
0.5402339999999999,5.794145,40763.81716071185,12994.369106720424,12420.543690326787,12420.543690326787,2484.1087380653576,444.25193527249314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,2221.309090909091,0.0,0.0,Moving
0.5537840000000003,6.347227,40243.127284284106,13145.919708767311,12336.94003438163,12336.94003438163,2423.3275067535346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2251.9821428571427,0.0,0.0,Moving
0.543596,6.902445999999999,40526.42035629402,13153.150501475362,12343.725855230723,12119.29447604471,2468.7451710461446,441.50435249707505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.945454545454545,2252.163636363636,0.0,0.0,Moving
0.5600319999999996,7.454261,39794.154619736044,12999.257185303706,12199.302896977324,12199.302896977324,2396.2916404776884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.964285714285715,2251.6785714285716,0.0,0.0,Moving
0.5464690000000001,8.0075125,40313.35720781965,13083.99927534773,12055.578633005713,12278.830089172485,2455.7660178344972,439.18319245922453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2250.574074074074,0.0,0.0,Moving
0.5563780000000005,8.562591000000001,40055.501835083305,13084.629514466773,12279.42154434574,12279.42154434574,2412.029231925056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.910714285714285,2252.5178571428573,0.0,0.0,Moving
0.5400240000000007,9.114360999999999,40779.66905174579,12999.422247900076,12425.37368709537,12425.37368709537,2485.074737419074,444.4246922359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2251.6181818181817,0.0,0.0,Moving
0.5436180000000004,9.662598,40524.780268497336,13152.618198808714,12343.226309651254,12118.80401311214,2468.645261930251,441.4864849949778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2252.0363636363636,0.0,0.0,Moving
0.550065,10.2094425,41300.57356857826,12998.463817912429,12198.55835219474,12420.350322234644,2439.711670438948,0.0,1243.4894057974966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2251.4545454545455,0.0,0.0,Moving
0.5435739999999996,10.762689,40528.06057684882,13153.682847229642,12344.22544124628,12119.784978678166,2468.845088249256,441.5222214454705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2250.2727272727275,0.0,0.0,Moving
0.5597600000000007,11.314358,39813.49149635553,13005.573817350276,12205.230813205644,12205.230813205644,2397.456052593966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.089285714285715,2252.464285714286,0.0,0.0,Moving
0.5465489999999988,11.8675125,40307.45642202263,13082.08413152346,12053.814022164552,12277.032800352785,2455.406560070557,439.11890791127695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2251.1481481481483,0.0,0.0,Moving
