DateTime,StatusType,Timestamp,TimeDelta,PacketLength,SourceIP,DestinationIP,SourcePort,DestinationPort,Payload
2021-08-25 17:14:41.457161+01:00,SPEED,0.154018,0.003986,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.463384+01:00,THROTTLE,0.160241,0.006223,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.463386+01:00,BRAKE,0.160243,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.467191+01:00,SPEED,0.164048,0.003805,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.473353+01:00,THROTTLE,0.17021,0.006162,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.473354+01:00,BRAKE,0.170211,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.477239+01:00,SPEED,0.174096,0.003885,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.483163+01:00,THROTTLE,0.18002,0.005924,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.483165+01:00,BRAKE,0.180022,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.487175+01:00,SPEED,0.184032,0.00401,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.493449+01:00,THROTTLE,0.190306,0.006274,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.493451+01:00,BRAKE,0.190308,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.493451+01:00,CRUISE,0.190308,0.0,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.497225+01:00,SPEED,0.194082,0.003774,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.503368+01:00,THROTTLE,0.200225,0.006143,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.503369+01:00,BRAKE,0.200226,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.507209+01:00,SPEED,0.204066,0.00384,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.513379+01:00,THROTTLE,0.210236,0.00617,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.513380+01:00,BRAKE,0.210237,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.517059+01:00,SPEED,0.213916,0.003679,130,172.16.0.101,172.16.0.100,28091,28091,0
