"No.","Time","Source","Destination","Protocol","Length","ThrottlePedalDemand.values.throttleDemand","Brake2Status.values.brakePressed","SpeedStatus.values.speed","SpeedStatus.values.speedRangeFault","CruiseControlDemand.values.throttleDemand","CruiseControlDemand.faults.throttleDemand","Info"
"236","42.906516","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.140.240? Tell 10.70.128.1"
"237","43.012540","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"238","43.315623","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"239","43.343905","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"240","43.930107","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.140.240? Tell 10.70.128.1"
"241","44.013424","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"242","44.163504","10.70.129.112","17.248.176.203","TLSv1.2","90","","","","","","","Application Data"
"243","44.165089","10.70.129.112","17.248.176.203","TCP","66","","","","","","","59910  >  443 [FIN, ACK] Seq=25 Ack=1 Win=2048 Len=0 TSval=1422863281 TSecr=3016321583"
"244","44.185472","17.248.176.203","10.70.129.112","TCP","66","","","","","","","443  >  59910 [FIN, ACK] Seq=1 Ack=25 Win=330 Len=0 TSval=3016380876 TSecr=1422863280"
"245","44.185478","17.248.176.203","10.70.129.112","TCP","66","","","","","","","443  >  59910 [ACK] Seq=2 Ack=26 Win=330 Len=0 TSval=3016380876 TSecr=1422863281"
"246","44.185604","10.70.129.112","17.248.176.203","TCP","66","","","","","","","[TCP Retransmission] 59910  >  443 [FIN, ACK] Seq=25 Ack=2 Win=2048 Len=0 TSval=1422863301 TSecr=3016380876"
"247","44.441919","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"248","44.484400","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"249","44.715013","10.70.129.112","104.18.143.51","TCP","54","","","","","","","59845  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"250","44.721766","104.18.143.51","10.70.129.112","TCP","60","","","","","","","[TCP ACKed unseen segment] 443  >  59845 [ACK] Seq=1 Ack=2 Win=92 Len=0"
"251","45.056304","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"252","45.056307","142.250.180.10","10.70.129.112","TLSv1.2","122","","","","","","","[TCP ACKed unseen segment] , Application Data"
"253","45.056307","142.250.180.10","10.70.129.112","TCP","66","","","","","","","443  >  59862 [FIN, ACK] Seq=130 Ack=2 Win=261 Len=0 TSval=2102706684 TSecr=1422859161"
"254","45.056308","142.250.180.10","10.70.129.112","TCP","66","","","","","","","[TCP Out-Of-Order] 443  >  59862 [FIN, ACK] Seq=130 Ack=2 Win=261 Len=0 TSval=2102706704 TSecr=1422859161"
"255","45.056439","10.70.129.112","142.250.180.10","TCP","66","","","","","","","59862  >  443 [ACK] Seq=2 Ack=130 Win=2045 Len=0 TSval=1422864170 TSecr=2102706684"
"256","45.056439","10.70.129.112","142.250.180.10","TCP","66","","","","","","","59862  >  443 [ACK] Seq=2 Ack=131 Win=2045 Len=0 TSval=1422864170 TSecr=2102706684"
"257","45.056493","10.70.129.112","142.250.180.10","TCP","66","","","","","","","[TCP Dup ACK 256#1] 59862  >  443 [ACK] Seq=2 Ack=131 Win=2045 Len=0 TSval=1422864170 TSecr=2102706684"
"258","45.469403","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"259","45.488169","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"260","46.285502","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.24? Tell 10.70.128.1"
"261","46.372264","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"262","46.592128","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"263","47.309538","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.24? Tell 10.70.128.1"
"264","47.373601","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"265","47.719066","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"266","48.124398","10.70.129.112","17.248.150.20","TLSv1.2","90","","","","","","","Application Data"
"267","48.125418","10.70.129.112","17.248.150.20","TCP","66","","","","","","","59911  >  443 [FIN, ACK] Seq=25 Ack=1 Win=2048 Len=0 TSval=1422867236 TSecr=692627840"
"268","48.169880","17.248.150.20","10.70.129.112","TCP","66","","","","","","","443  >  59911 [ACK] Seq=1 Ack=25 Win=501 Len=0 TSval=692686781 TSecr=1422867235"
"269","48.169886","17.248.150.20","10.70.129.112","TCP","66","","","","","","","443  >  59911 [FIN, ACK] Seq=1 Ack=25 Win=501 Len=0 TSval=692686781 TSecr=1422867235"
"270","48.169887","17.248.150.20","10.70.129.112","TCP","66","","","","","","","443  >  59911 [ACK] Seq=2 Ack=26 Win=501 Len=0 TSval=692686781 TSecr=1422867236"
"271","48.170007","10.70.129.112","17.248.150.20","TCP","66","","","","","","","[TCP Retransmission] 59911  >  443 [FIN, ACK] Seq=25 Ack=2 Win=2048 Len=0 TSval=1422867280 TSecr=692686781"
"272","48.220062","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.24? Tell 10.70.128.1"
"273","48.435714","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"274","48.742592","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"275","49.306043","10.70.129.112","172.67.221.13","TCP","54","","","","","","","[TCP Dup ACK 31#1] 59868  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"276","49.319446","172.67.221.13","10.70.129.112","TCP","54","","","","","","","[TCP Dup ACK 32#1] [TCP ACKed unseen segment] 443  >  59868 [ACK] Seq=1 Ack=2 Win=66 Len=0"
"277","49.399908","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"278","49.767547","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"279","50.483335","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"280","50.791157","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"281","50.895985","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"282","51.508343","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"283","51.616161","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.7? Tell 10.70.128.1"
"284","51.693553","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"285","51.899768","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"286","52.428475","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"287","52.633662","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.7? Tell 10.70.128.1"
"288","52.696010","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"289","52.941699","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"290","53.453126","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"291","53.618103","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.7? Tell 10.70.128.1"
"292","53.996237","10.70.129.112","151.101.1.69","TCP","54","","","","","","","[TCP Dup ACK 44#1] 59880  >  443 [ACK] Seq=1 Ack=1 Win=2056 Len=0"
"293","54.067525","151.101.1.69","10.70.129.112","TCP","66","","","","","","","[TCP Dup ACK 45#1] [TCP ACKed unseen segment] 443  >  59880 [ACK] Seq=1 Ack=2 Win=285 Len=0 TSval=555116520 TSecr=1422738085"
"294","54.107427","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"295","54.477657","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"296","54.577051","10.70.129.112","99.84.5.7","TCP","54","","","","","","","[TCP Dup ACK 46#1] 59882  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"297","54.583331","99.84.5.7","10.70.129.112","TCP","66","","","","","","","[TCP Dup ACK 47#1] [TCP ACKed unseen segment] 443  >  59882 [ACK] Seq=1 Ack=2 Win=133 Len=0 TSval=886847493 TSecr=1422738667"
"298","54.843995","10.70.129.112","151.101.129.69","TCP","54","","","","","","","[TCP Dup ACK 50#1] 59879  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"299","54.851720","151.101.129.69","10.70.129.112","TCP","66","","","","","","","[TCP Dup ACK 51#1] [TCP ACKed unseen segment] 443  >  59879 [ACK] Seq=1 Ack=2 Win=293 Len=0 TSval=214000278 TSecr=1422738935"
"300","54.879196","10.70.129.112","91.228.74.134","TCP","54","","","","","","","[TCP Dup ACK 52#1] 59883  >  443 [ACK] Seq=1 Ack=1 Win=2051 Len=0"
"301","54.899209","91.228.74.134","10.70.129.112","TCP","66","","","","","","","[TCP Dup ACK 53#1] [TCP ACKed unseen segment] 443  >  59883 [ACK] Seq=1 Ack=2 Win=91 Len=0 TSval=753372714 TSecr=1422738885"
"302","54.933757","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.200? Tell 10.70.128.1"
"303","55.194061","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"304","55.400981","52.97.146.130","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"305","55.400987","52.97.146.130","10.70.129.112","TLSv1.2","382","","","","","","","Application Data"
"306","55.400989","52.97.146.130","10.70.129.112","TLSv1.2","853","","","","","","","Application Data"
"307","55.400990","52.97.146.130","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"308","55.401107","10.70.129.112","52.97.146.130","TCP","54","","","","","","","59886  >  443 [ACK] Seq=1 Ack=1232 Win=4095 Len=0"
"309","55.401188","10.70.129.112","52.97.146.130","TCP","54","","","","","","","59886  >  443 [ACK] Seq=1 Ack=1560 Win=4090 Len=0"
"310","55.401189","10.70.129.112","52.97.146.130","TCP","54","","","","","","","59886  >  443 [ACK] Seq=1 Ack=2359 Win=4077 Len=0"
"311","55.401189","10.70.129.112","52.97.146.130","TCP","54","","","","","","","59886  >  443 [ACK] Seq=1 Ack=2394 Win=4077 Len=0"
"312","55.418435","52.97.146.130","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"313","55.418440","52.97.146.130","10.70.129.112","TLSv1.2","1145","","","","","","","Application Data"
"314","55.418441","52.97.146.130","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"315","55.418530","10.70.129.112","52.97.146.130","TCP","54","","","","","","","59887  >  443 [ACK] Seq=1 Ack=1197 Win=4095 Len=0"
"316","55.418530","10.70.129.112","52.97.146.130","TCP","54","","","","","","","59887  >  443 [ACK] Seq=1 Ack=2288 Win=4078 Len=0"
"317","55.418595","10.70.129.112","52.97.146.130","TCP","54","","","","","","","59887  >  443 [ACK] Seq=1 Ack=2323 Win=4077 Len=0"
"318","55.455398","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"319","56.013724","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.200? Tell 10.70.128.1"
"320","56.105633","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.159? Tell 10.70.128.1"
"321","56.524721","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"322","57.037767","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.200? Tell 10.70.128.1"
"323","57.754049","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"324","58.471375","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"325","58.483553","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"326","59.085231","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.112? Tell 10.70.128.1"
"327","59.085272","Apple_71:a3:f8","00:fe:ed:c0:ff:ee","ARP","42","","","","","","","10.70.129.112 is at dc:a9:04:71:a3:f8"
"328","59.395344","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"329","59.485514","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"330","59.699783","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.64? Tell 10.70.128.1"
"331","59.699787","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.175? Tell 10.70.128.1"
"332","60.416469","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.129.39? Tell 10.70.128.1"
"333","60.511991","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"334","60.723614","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.198? Tell 10.70.128.1"
"335","60.723620","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.64? Tell 10.70.128.1"
"336","60.723621","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.175? Tell 10.70.128.1"
"337","61.542578","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"338","61.640201","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.198? Tell 10.70.128.1"
"339","61.660865","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.64? Tell 10.70.128.1"
"340","61.697666","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.175? Tell 10.70.128.1"
"341","62.567375","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"342","62.641278","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.198? Tell 10.70.128.1"
"343","63.488813","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.200? Tell 10.70.128.1"
"344","63.539761","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"345","63.795340","52.97.133.178","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"346","63.795344","52.97.133.178","10.70.129.112","TLSv1.2","667","","","","","","","Application Data"
"347","63.795345","52.97.133.178","10.70.129.112","TLSv1.2","343","","","","","","","Application Data"
"348","63.795346","52.97.133.178","10.70.129.112","TLSv1.2","313","","","","","","","Application Data"
"349","63.795347","52.97.133.178","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"350","63.795431","10.70.129.112","52.97.133.178","TCP","54","","","","","","","58611  >  443 [ACK] Seq=1 Ack=1197 Win=4095 Len=0"
"351","63.795503","10.70.129.112","52.97.133.178","TCP","54","","","","","","","58611  >  443 [ACK] Seq=1 Ack=1810 Win=4085 Len=0"
"352","63.795503","10.70.129.112","52.97.133.178","TCP","54","","","","","","","58611  >  443 [ACK] Seq=1 Ack=2099 Win=4081 Len=0"
"353","63.795503","10.70.129.112","52.97.133.178","TCP","54","","","","","","","58611  >  443 [ACK] Seq=1 Ack=2358 Win=4077 Len=0"
"354","63.795504","10.70.129.112","52.97.133.178","TCP","54","","","","","","","58611  >  443 [ACK] Seq=1 Ack=2393 Win=4076 Len=0"
"355","64.000565","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.175? Tell 10.70.128.1"
"356","64.157523","10.70.129.112","74.125.140.188","TCP","54","","","","","","","[TCP Dup ACK 104#1] 58648  >  5228 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"357","64.204756","74.125.140.188","10.70.129.112","TCP","66","","","","","","","[TCP Dup ACK 105#1] [TCP ACKed unseen segment] 5228  >  58648 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=1194946822 TSecr=1422478156"
"358","64.414323","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.200? Tell 10.70.128.1"
"359","64.414564","40.100.174.194","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"360","64.414570","40.100.174.194","10.70.129.112","TLSv1.2","1145","","","","","","","Application Data"
"361","64.414572","40.100.174.194","10.70.129.112","TLSv1.2","89","","","","","","","Application Data"
"362","64.414670","10.70.129.112","40.100.174.194","TCP","54","","","","","","","58667  >  443 [ACK] Seq=1 Ack=1197 Win=4095 Len=0"
"363","64.414670","10.70.129.112","40.100.174.194","TCP","54","","","","","","","58667  >  443 [ACK] Seq=1 Ack=2288 Win=4078 Len=0"
"364","64.414796","10.70.129.112","40.100.174.194","TCP","54","","","","","","","58667  >  443 [ACK] Seq=1 Ack=2323 Win=4077 Len=0"
"365","64.542855","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.141.120? Tell 10.70.128.1"
"366","65.024285","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.143.175? Tell 10.70.128.1"
"367","65.434537","00:fe:ed:c0:ff:ee","Apple_71:a3:f8","ARP","60","","","","","","","Who has 10.70.142.200? Tell 10.70.128.1"
